Stock,Report Date,Rate,Adjusted Float,Lender Count,Borrow Status,Last Report Date,Last Rate,Change in Rate,Firm Long,Firm Short,Intrafirm?,Close Price,IsFilterMatch
APPS,45831,4.08,17039524,36,GC,45828,4.08,0,39921,-188557,TRUE,5.755,TRUE
ARDX,45831,4.08,39153940,32,GC,45828,4.08,0,309694,-17158,FALSE,3.56,TRUE
TRUP,45831,4.08,8010908,27,GC,45828,4.08,0,8795,-2885,TRUE,56.05,TRUE
VSAT,45831,4.08,26514774,30,GC,45828,4.08,0,158970,-57233,TRUE,12.89,TRUE
RICK,45831,4.08,994726,27,GC,45828,4.08,0,0,-980,FALSE,39.47,TRUE
ZETA,45831,4.08,45423268,38,GC,45828,4.08,0,276628,-111940,TRUE,14.18,TRUE
VOD,45831,4.08,11837320,26,GC,45828,4.08,0,278698,-210284,TRUE,10.2,TRUE
SAND,45831,4.28,24798970,23,GC,45828,4.28,0,151007,-28341,TRUE,9.13,TRUE
BYON,45831,4.08,2657687,15,GC,45828,4.08,0,185673,-37014,TRUE,6.02,TRUE
GLW,45831,4.08,203404114,38,GC,45828,4.08,0,20450,-149458,TRUE,50.42,TRUE
NNDM,45831,4.08,554723,15,GC,45828,4.08,0,2076267,-38471,TRUE,1.39,TRUE
VIK,45831,4.08,25106647,33,GC,45828,4.08,0,30512,-30435,TRUE,49.48,TRUE
DLTH,45831,4.08,1634727,19,GC,45828,4.08,0,1677,0,FALSE,2.02,TRUE
OWL,45831,4.08,193944303,36,GC,45828,4.08,0,7694,-86149,TRUE,18.71,TRUE
CORT,45831,4.08,16572474,39,GC,45828,4.08,0,18829,-103753,TRUE,71.38,TRUE
CNQ,45831,4.08,162889709,30,GC,45828,4.08,0,988,-372240,TRUE,33.38,TRUE
CNX,45831,4.08,34145684,31,GC,45828,4.08,0,6878,-23402,TRUE,34.39,TRUE
O,45831,4.08,210298899,37,GC,45828,4.08,0,21294,-60911,TRUE,57.18,TRUE
ARHS,45831,4.08,11253218,29,GC,45828,4.08,0,930,-4595,TRUE,8.51,TRUE
HMY,45831,4.08,39435093,23,GC,45828,4.08,0,28075,-111600,TRUE,14.18,TRUE
TRMB,45831,4.08,74592644,42,GC,45828,4.08,0,1054,-10269,TRUE,71.81,TRUE
HAS,45831,4.08,40746417,41,GC,45828,4.08,0,51192,-772,TRUE,68.63,TRUE
CORZ,45831,4.08,32920882,38,GC,45828,4.08,0,466920,-484860,TRUE,11.86,TRUE
OKE,45831,4.08,162263448,42,GC,45828,4.08,0,7672,-18391,TRUE,82.37,TRUE
EXR,45831,4.08,73367870,42,GC,45828,4.08,0,389,0,FALSE,146.07,TRUE
ARKK,45831,0.3804,130457,9,HTB,45828,0.3804,0,62958,-142329,TRUE,67.73,TRUE
PATH,45831,4.08,76709704,43,GC,45828,4.08,0,109105,-31655,TRUE,12.18,TRUE
NTLA,45831,4.08,10654058,27,GC,45828,4.08,0,190762,-4426,TRUE,9.2,TRUE
ASO,45831,4.08,14190304,33,GC,45828,4.08,0,6164,-38267,TRUE,44,TRUE
NVCR,45831,4.08,22488859,35,GC,45828,4.08,0,6527,-19038,TRUE,16.69,TRUE
VZ,45831,4.08,744719159,42,GC,45828,4.08,0,91824,-25291,TRUE,41.7,TRUE
AU,45831,4.08,8167542,31,GC,45828,4.08,0,25609,-236534,TRUE,47.98,TRUE
FOLD,45831,4.08,81010912,37,GC,45828,4.08,0,20435,0,FALSE,5.64,TRUE
GSK,45831,4.08,39383248,26,GC,45828,4.08,0,29744,-70346,TRUE,38.07,TRUE
WIT,45831,4.08,23105008,24,GC,45828,4.08,0,100,-2766,TRUE,2.97,TRUE
PBF,45831,4.08,21976252,34,GC,45828,4.08,0,27107,-4508,TRUE,23.81,TRUE
CIVI,45831,4.08,21061760,35,GC,45828,4.08,0,86413,0,TRUE,32.41,TRUE
ACVA,45831,4.08,45349499,32,GC,45828,4.08,0,14723,-10219,FALSE,15.65,TRUE
ABNB,45831,4.08,85723822,42,GC,45828,4.08,0,24285,-30819,TRUE,131.73,TRUE
ADI,45831,4.08,147397536,41,GC,45828,4.08,0,0,-33018,TRUE,228.35,TRUE
ALGN,45831,4.08,23612609,39,GC,45828,4.08,0,9933,-825,TRUE,181.79,TRUE
ALL,45831,4.08,79874135,44,GC,45828,4.08,0,0,-4605,FALSE,195.33,TRUE
AMCX,45831,4.08,5338729,27,GC,45828,4.08,0,19799,-44903,TRUE,6,TRUE
BBW,45831,4.08,1607940,30,GC,45828,4.08,0,182,-5858,TRUE,52.85,TRUE
BKSY,45831,4.08,2112529,28,GC,45828,4.08,0,24768,-75504,TRUE,14.22,TRUE
BYD,45831,4.08,17786821,34,GC,45828,4.08,0,1398,-25086,TRUE,76.41,TRUE
CELH,45831,4.08,42930314,36,GC,45828,4.08,0,161906,-22128,TRUE,43.37,TRUE
CTSH,45831,4.08,166878544,43,GC,45828,4.08,0,3270,-6171,TRUE,75.47,TRUE
DXCM,45831,4.08,134750942,42,GC,45828,4.08,0,18124,-5212,TRUE,80,TRUE
ELF,45831,4.08,11587881,38,GC,45828,4.08,0,43519,-4381,TRUE,119.85,TRUE
EVGO,45831,4.08,16841653,28,GC,45828,4.08,0,271190,-46436,TRUE,3.91,TRUE
FVRR,45831,4.08,3234028,31,GC,45828,4.08,0,10098,-1571,TRUE,29.05,TRUE
FYBR,45831,4.08,46669657,37,GC,45828,4.08,0,10453,-2815,FALSE,36.18,TRUE
GDRX,45831,4.08,12004331,31,GC,45828,4.08,0,27672,-48554,TRUE,4.6,TRUE
GNW,45831,4.08,122997193,36,GC,45828,4.08,0,84188,-14413,TRUE,7.77,TRUE
GRMN,45831,4.08,31390249,37,GC,45828,4.08,0,0,-31647,FALSE,200.01,TRUE
GTLB,45831,4.08,25484938,37,GC,45828,4.08,0,53258,-12100,TRUE,40.76,TRUE
IVZ,45831,4.08,73432085,39,GC,45828,4.08,0,19294,-50143,TRUE,14.81,TRUE
K,45831,4.08,61524842,38,GC,45828,4.08,0,21064,-14435,TRUE,78.67,TRUE
MGA,45831,4.08,24861858,31,GC,45828,4.08,0,14253,-632,TRUE,37.2,TRUE
MNKD,45831,4.08,33052124,30,GC,45828,4.08,0,60375,-18009,TRUE,3.77,TRUE
NUE,45831,4.08,50312907,39,GC,45828,4.08,0,1788,-9064,TRUE,124.3,TRUE
PGR,45831,4.08,153537365,42,GC,45828,4.08,0,25977,0,TRUE,262.01,TRUE
QFIN,45831,4.08,9727047,29,GC,45828,4.08,0,2424,-12996,TRUE,42.81,TRUE
SAN,45831,4.08,28536126,28,GC,45828,4.08,0,30600,-48204,TRUE,8.11,TRUE
SAP,45831,3.4743,2349914,20,HTB,45828,3.4743,0,1085,-6364,TRUE,287.59,TRUE
STT,45831,4.08,47162328,40,GC,45828,4.08,0,21331,-6011,FALSE,99.62,TRUE
SYY,45831,4.08,129435524,35,GC,45828,4.08,0,200,-21966,TRUE,74.68,TRUE
VWO,45831,4.08,15249399,22,GC,45828,4.08,0,9426,-85166,TRUE,47.56,TRUE
XLC,45831,4.08,24650190,18,GC,45828,4.08,0,8643,-89675,TRUE,102.84,TRUE
XOP,45831,2.9784,3403101,13,HTB,45828,2.9784,0,54445,-5014,TRUE,134.55,TRUE
XPEV,45831,3.4527,5043889,25,HTB,45828,3.4527,0,144606,-430588,TRUE,18.31,TRUE
BANC,45831,4.08,33464974,36,GC,45828,4.08,0,100761,-15076,TRUE,13.8,TRUE
PK,45831,4.08,41989001,29,GC,45828,4.08,0,36046,-4003,TRUE,10.17,TRUE
QCOM,45831,4.08,271275015,45,GC,45828,4.08,0,30318,-9167,TRUE,151.32,TRUE
BB,45831,4.08,24886054,19,GC,45828,4.08,0,212069,-33815,TRUE,4.23,TRUE
IAU,45831,4.08,4825222,15,GC,45828,4.08,0,153194,-76548,TRUE,63.45,TRUE
BBIG,45831,-8.5558,48260,6,HTB,45828,-8.5558,0,40718,-37405,FALSE,0.0002,TRUE
RF,45831,4.08,261585745,41,GC,45828,4.08,0,36376,-18116,TRUE,22.2,TRUE
RRC,45831,4.08,84043279,39,GC,45828,4.08,0,211203,-28124,TRUE,43.23,TRUE
BK,45831,4.08,106473088,41,GC,45828,4.08,0,5134,-75476,TRUE,91.62,TRUE
WES,45831,4.08,1937764,16,GC,45828,4.08,0,23392,-84445,TRUE,38.55,TRUE
DAR,45831,4.08,42769456,38,GC,45828,4.08,0,3678,-17590,TRUE,38.62,TRUE
VTLE,45831,4.08,3573313,28,GC,45828,4.08,0,31989,-137751,TRUE,20.86,TRUE
EWT,45831,4.08,20028397,20,GC,45828,4.08,0,4701,0,TRUE,54.84,TRUE
LTH,45831,4.08,34297132,37,GC,45828,4.08,0,10599,-1591,TRUE,28.37,TRUE
BEKE,45831,4.08,41022077,28,GC,45828,4.08,0,221850,-90733,TRUE,18,TRUE
SENS,45831,4.08,40013231,19,GC,45828,4.08,0,85747,-75008,TRUE,0.5109,TRUE
SHLS,45831,4.08,38616190,34,GC,45828,4.08,0,63494,-130853,TRUE,4.98,TRUE
DRD,45831,4.08,4262258,18,GC,45828,4.08,0,9049,-115,TRUE,13.85,TRUE
BGS,45831,4.08,3957229,24,GC,45828,4.08,0,138152,-12812,TRUE,4.34,TRUE
STNE,45831,4.08,12198001,31,GC,45828,4.08,0,179246,-80955,TRUE,14.52,TRUE
CLMT,45831,4.08,3996219,18,GC,45828,4.08,0,135317,-24566,TRUE,16.37,TRUE
KEY,45831,4.08,316693000,40,GC,45828,4.08,0,65806,-86390,FALSE,16.16,TRUE
SMTC,45831,4.08,25685522,33,GC,45828,4.08,0,8274,-22166,TRUE,41.88,TRUE
BITX,45831,4.08,24630,4,GC,45828,4.08,0,89132,-326701,TRUE,50.57,TRUE
PLTR,45831,4.08,424146843,43,GC,45828,4.08,0,185273,-414690,TRUE,137.3,TRUE
LI,45831,3.3988,1690237,17,HTB,45828,3.3988,0,180376,-10768,TRUE,26.01,TRUE
VKTX,45831,4.08,11199174,31,GC,45828,4.08,0,215989,-84631,TRUE,26.01,TRUE
LCID,45831,-0.26,14049469,17,HTB,45828,-0.26,0,94535,-800960,TRUE,2.19,TRUE
PLUG,45831,-16.113,908338,17,HTB,45828,-16.113,0,59047,-1445788,TRUE,1.11,TRUE
RIOT,45831,4.08,49039182,33,GC,45828,4.08,0,352209,-28174,TRUE,9.56,TRUE
JBLU,45831,4.08,45539075,29,GC,45828,4.08,0,458680,-3119,TRUE,4.01,TRUE
REAL,45831,4.08,9789920,31,GC,45828,4.08,0,191021,-56619,TRUE,5.09,TRUE
WOOF,45831,4.08,13870728,25,GC,45828,4.08,0,208223,-96580,TRUE,2.63,TRUE
AG,45831,4.08,33980406,24,GC,45828,4.08,0,937303,-111238,TRUE,8.1,TRUE
ARVLF,45831,-32.4644,2216,6,HTB,45828,-32.4644,0,25765,-13500,FALSE,0.0001,TRUE
ASTS,45831,-2.0451,563013,24,HTB,45828,-2.0451,0,122628,-216247,TRUE,45.94,TRUE
CRH,45831,4.08,108611180,36,GC,45828,4.08,0,16501,-19933,TRUE,88.15,TRUE
CIFR,45831,4.08,15277488,24,GC,45828,4.08,0,962325,-156151,TRUE,3.79,TRUE
PAA,45831,4.08,7425080,13,GC,45828,4.08,0,385699,-272463,TRUE,18.44,TRUE
HPE,45831,4.08,379480177,41,GC,45828,4.08,0,63801,-243493,TRUE,17.96,TRUE
NIO,45831,-1.1288,587364,14,HTB,45828,-1.1288,0,338014,-116734,TRUE,3.41,TRUE
UAL,45831,4.08,115235890,42,GC,45828,4.08,0,92033,-126397,TRUE,74.27,TRUE
IREN,45831,4.08,1399301,16,GC,45828,4.08,0,6665917,0,TRUE,10.47,TRUE
SSRM,45831,4.08,25768575,28,GC,45828,4.08,0,82628,-354132,TRUE,12.74,TRUE
SPR,45831,4.08,21964841,30,GC,45828,4.08,0,40410,-25460,TRUE,37.12,TRUE
PRAX,45831,4.08,3044563,31,GC,45828,4.08,0,4149,-16730,TRUE,42.34,TRUE
HLX,45831,4.08,41813758,30,GC,45828,4.08,0,2364,-2419,TRUE,7.2,TRUE
ARI,45831,4.08,20812227,30,GC,45828,4.08,0,4534,-3100,TRUE,9.87,TRUE
ARMK,45831,4.08,94499570,32,GC,45828,4.08,0,18212,-1141,TRUE,40.09,TRUE
HIMS,45831,4.08,33252154,36,GC,45828,4.08,0,501807,-12013,TRUE,64.22,TRUE
RSI,45831,4.08,23433553,36,GC,45828,4.08,0,553277,0,TRUE,13.84,TRUE
CAL,45831,4.08,7102393,27,GC,45828,4.08,0,3130,-39793,TRUE,12.58,TRUE
ONON,45831,4.08,8291970,36,GC,45828,4.08,0,32011,-263820,TRUE,52.67,TRUE
CVE,45831,4.08,42378981,26,GC,45828,4.08,0,111069,-102709,TRUE,14.63,TRUE
CDNS,45831,4.08,73109239,43,GC,45828,4.08,0,4417,-1455,TRUE,295.4,TRUE
WOLF,45831,-34.978,493736,12,HTB,45828,-34.978,0,51193,-2438884,TRUE,0.9001,TRUE
COIN,45831,4.08,41268792,38,GC,45828,4.08,0,96228,-55425,TRUE,308.38,TRUE
CSX,45831,4.08,445514438,42,GC,45828,4.08,0,80315,-71067,TRUE,32.06,TRUE
CYTK,45831,4.08,34691777,34,GC,45828,4.08,0,352773,-29374,TRUE,32.43,TRUE
DDD,45831,4.08,5607740,25,GC,45828,4.08,0,143800,-80929,TRUE,1.37,TRUE
DLR,45831,4.08,100107142,39,GC,45828,4.08,0,2222,-2569,TRUE,175.42,TRUE
FIVN,45831,4.08,17624830,35,GC,45828,4.08,0,36100,-600,TRUE,26.85,TRUE
FND,45831,4.08,36272767,34,GC,45828,4.08,0,32391,0,FALSE,75.66,TRUE
FOUR,45831,3.5282,6831396,34,HTB,45828,3.5282,0,22766,-3491,TRUE,92.25,TRUE
GH,45831,4.08,34990908,40,GC,45828,4.08,0,40699,-30010,TRUE,49.14,TRUE
ZG,45831,4.08,9999441,36,GC,45828,4.08,0,853,-703,TRUE,66.62,TRUE
HBAN,45831,4.08,462078525,38,GC,45828,4.08,0,30767,-98786,TRUE,15.84,TRUE
HCA,45831,4.08,50047035,40,GC,45828,4.08,0,0,-32724,TRUE,377.5,TRUE
HRB,45831,4.08,32942350,38,GC,45828,4.08,0,987,-1932,FALSE,54.88,TRUE
HTZWW,45831,4.08,152880,7,GC,45828,4.08,0,184890,-187241,TRUE,3.32,TRUE
INMD,45831,4.08,1843066,23,GC,45828,4.08,0,35309,-25011,TRUE,13.28,TRUE
JBL,45831,4.08,37699136,40,GC,45828,4.08,0,4881,-1093,TRUE,206.2,TRUE
LPG,45831,4.08,4293173,33,GC,45828,4.08,0,3972,-36375,TRUE,25.56,TRUE
LW,45831,4.08,33908477,38,GC,45828,4.08,0,8875,-19834,TRUE,53.53,TRUE
NVS,45831,4.08,10608381,32,GC,45828,4.08,0,0,-34147,TRUE,115.77,TRUE
PAGS,45831,4.08,13496538,33,GC,45828,4.08,0,168685,-26413,TRUE,9,TRUE
PAR,45831,4.08,9112435,29,GC,45828,4.08,0,100,-8729,FALSE,63.38,TRUE
PAYX,45831,4.08,75175628,39,GC,45828,4.08,0,6815,-8726,TRUE,149.12,TRUE
PCAR,45831,4.08,142635964,40,GC,45828,4.08,0,3627,-6801,FALSE,90.99,TRUE
RY,45831,4.28,9812343,28,GC,45828,4.28,0,191,-78898,FALSE,127.29,TRUE
CGC,45831,-23.1308,3471,4,HTB,45828,-23.1308,0,243334,-47531,TRUE,1.24,TRUE
SJT,45831,4.08,181124,11,GC,45828,4.08,0,76967,-18582,TRUE,6.04,TRUE
SKX,45831,4.08,23241215,37,GC,45828,4.08,0,3785,-18394,TRUE,62.5,TRUE
SNY,45831,4.08,30071546,30,GC,45828,4.08,0,18708,-8827,TRUE,47.86,TRUE
STM,45831,4.08,4645349,19,GC,45828,4.08,0,29988,-127540,TRUE,28.67,TRUE
UBER,45831,4.08,574364691,43,GC,45828,4.08,0,265702,-222421,TRUE,83.78,TRUE
UEC,45831,4.08,76492349,35,GC,45828,4.08,0,891961,-331476,TRUE,6.46,TRUE
UNG,45831,-0.2125,21246,7,HTB,45828,-0.2125,0,143639,-144281,TRUE,17.66,TRUE
IBN,45831,4.08,108459662,36,GC,45828,4.08,0,0,-103312,TRUE,32.62,TRUE
VNQ,45831,4.08,33835762,22,GC,45828,4.08,0,28297,-6270,TRUE,89.83,TRUE
CRON,45831,4.08,6958468,20,GC,45828,4.08,0,145604,-209588,TRUE,1.86,TRUE
GT,45831,4.08,65955123,36,GC,45828,4.08,0,57722,-96511,TRUE,10.24,TRUE
WELL,45831,4.08,221681851,41,GC,45828,4.08,0,15479,-17569,TRUE,151.24,TRUE
WING,45831,4.08,9550414,32,GC,45828,4.08,0,4099,-1154,TRUE,350,TRUE
XEL,45831,4.08,183850784,39,GC,45828,4.08,0,17580,-17050,TRUE,66.64,TRUE
XLB,45831,4.08,10072872,17,GC,45828,4.08,0,42278,-14863,TRUE,86.42,TRUE
ZBH,45831,4.08,59633686,33,GC,45828,4.08,0,1965,-302,TRUE,91.22,TRUE
TRIP,45831,4.08,22951820,34,GC,45828,4.08,0,70393,-60449,TRUE,12.97,TRUE
FUBO,45831,4.08,11503185,28,GC,45828,4.08,0,811766,-229087,TRUE,3.12,TRUE
PENN,45831,4.08,25615284,33,GC,45828,4.08,0,213954,-13345,TRUE,17.05,TRUE
TD,45831,4.28,5254115,25,GC,45828,4.28,0,5332,-67541,TRUE,70.88,TRUE
BLDR,45831,4.08,32756476,36,GC,45828,4.08,0,24600,-646,TRUE,114.82,TRUE
BAH,45831,4.08,38320843,40,GC,45828,4.08,0,2817,-11992,TRUE,99.97,TRUE
CRBG,45831,4.08,91459446,34,GC,45828,4.08,0,74696,-19231,TRUE,32.63,TRUE
SAGE,45831,4.08,6349594,29,GC,45828,4.08,0,50494,-2286,TRUE,9.3,TRUE
VLY,45831,4.08,121014677,32,GC,45828,4.08,0,103161,-122770,TRUE,8.67,TRUE
WBD,45831,4.08,549714591,34,GC,45828,4.08,0,3019821,-65472,TRUE,10.52,TRUE
RIG,45831,4.08,124622156,27,GC,45828,4.08,0,2106228,-14752,TRUE,2.91,TRUE
TFC,45831,4.08,360788726,38,GC,45828,4.08,0,36958,-63196,TRUE,40.28,TRUE
BNS,45831,4.28,7026693,25,GC,45828,4.28,0,108,-57067,FALSE,54.17,TRUE
FUN,45831,4.08,14460336,36,GC,45828,4.08,0,20379,0,TRUE,30.35,TRUE
GFI,45831,4.08,38519095,32,GC,45828,4.08,0,835,-808074,TRUE,24.39,TRUE
TSLL,45831,1.3506,162,1,HTB,45828,1.3506,0,649922,-70665,TRUE,12.36,TRUE
TIGR,45831,3.5821,4678434,23,HTB,45828,3.5821,0,4775302,0,TRUE,8.06,TRUE
CRNC,45831,4.08,5542134,28,GC,45828,4.08,0,29988,-12863,TRUE,8.62,TRUE
DINO,45831,4.08,40175312,37,GC,45828,4.08,0,50980,-217,TRUE,41.85,TRUE
TOST,45831,4.08,129556351,40,GC,45828,4.08,0,68337,-33302,TRUE,42.35,TRUE
WGO,45831,4.08,6701295,31,GC,45828,4.08,0,10549,-16958,TRUE,31.19,TRUE
FNKO,45831,4.08,6711571,25,GC,45828,4.08,0,397512,0,TRUE,4.84,TRUE
CRDO,45831,4.08,32041103,37,GC,45828,4.08,0,87360,-12630,TRUE,85.51,TRUE
AMBA,45831,4.08,8406903,37,GC,45828,4.08,0,818,-23414,TRUE,51.68,TRUE
TWO,45831,4.08,15663906,30,GC,45828,4.08,0,18233,-5632,TRUE,10.45,TRUE
UIS,45831,4.08,14538582,34,GC,45828,4.08,0,20418,-15086,TRUE,4.15,TRUE
EPD,45831,4.08,5127316,18,GC,45828,4.08,0,11409,-257140,TRUE,31.19,TRUE
NTRA,45831,4.08,44069772,44,GC,45828,4.08,0,3434,-102,TRUE,171.86,TRUE
UPRO,45831,4.08,6508,3,GC,45828,4.08,0,41418,-21637,TRUE,81.8,TRUE
TSN,45831,4.08,91407547,40,GC,45828,4.08,0,59683,-1274,TRUE,54.41,TRUE
MCD,45831,4.08,172469352,44,GC,45828,4.08,0,16537,-14680,TRUE,287.46,TRUE
PTC,45831,4.08,35813079,39,GC,45828,4.08,0,3,0,FALSE,166.97,TRUE
REPL,45831,4.08,10760321,35,GC,45828,4.08,0,28397,-13836,TRUE,9.27,TRUE
BTI,45831,4.08,77708609,29,GC,45828,4.08,0,134538,-151764,TRUE,49,TRUE
BW,45831,4.08,3614954,21,GC,45828,4.08,0,186522,-2211,TRUE,0.9722,TRUE
AMDL,45831,4.08,186537,4,GC,45828,4.08,0,505391,-9445,TRUE,7.02,TRUE
MIR,45831,4.08,56738082,34,GC,45828,4.08,0,280,-80965,TRUE,19.64,TRUE
KRE,45831,3.2694,8346716,13,HTB,45828,3.2694,0,33332,-19084,TRUE,56.96,TRUE
KWEB,45831,4.08,4674310,25,GC,45828,4.08,0,613859,-251635,TRUE,33.3,TRUE
MP,45831,3.4743,4996325,27,HTB,45828,3.4743,0,67308,-213899,TRUE,37.74,TRUE
ANF,45831,4.08,14080337,39,GC,45828,4.08,0,30182,0,TRUE,78.02,TRUE
WEC,45831,4.08,85541385,37,GC,45828,4.08,0,15700,-8940,TRUE,104.19,TRUE
WEN,45831,4.08,7193596,30,GC,45828,4.08,0,382581,-222233,TRUE,12.01,TRUE
GPN,45831,4.08,60281501,43,GC,45828,4.08,0,18726,-5801,TRUE,76.63,TRUE
PAGP,45831,4.08,8528331,22,GC,45828,4.08,0,7342,-173445,TRUE,19.66,TRUE
GOGO,45831,4.08,10438423,33,GC,45828,4.08,0,67056,-133605,TRUE,14.15,TRUE
LNG,45831,4.08,61244894,43,GC,45828,4.08,0,17790,-14031,TRUE,234.95,TRUE
YPF,45831,4.08,2997205,21,GC,45828,4.08,0,411569,-95335,TRUE,34.68,TRUE
QURE,45831,4.08,3563381,28,GC,45828,4.08,0,102211,-46746,TRUE,14.21,TRUE
FSLR,45831,4.08,28558590,43,GC,45828,4.08,0,80199,-84673,TRUE,145,TRUE
U,45831,4.08,74359878,36,GC,45828,4.08,0,159539,-156854,TRUE,23.07,TRUE
AGL,45831,4.08,123074346,28,GC,45828,4.08,0,0,-164227,TRUE,2.11,TRUE
AGNC,45831,4.08,102124795,32,GC,45828,4.08,0,391968,-681,FALSE,9.24,TRUE
ALB,45831,4.08,36170358,37,GC,45828,4.08,0,112575,-34846,TRUE,56.66,TRUE
AMGN,45831,4.08,154970791,41,GC,45828,4.08,0,13905,-4396,TRUE,289.33,TRUE
AXSM,45831,4.08,7892168,38,GC,45828,4.08,0,38800,-2301,TRUE,100.69,TRUE
BHC,45831,4.08,2427140,23,GC,45828,4.08,0,181632,-390581,TRUE,6.18,TRUE
CNP,45831,4.08,255864470,36,GC,45828,4.08,0,17230,-4808,TRUE,35.74,TRUE
DHR,45831,4.08,176354835,40,GC,45828,4.08,0,1882,-14329,FALSE,196.39,TRUE
RVMD,45831,4.08,42235288,39,GC,45828,4.08,0,9297,-20360,TRUE,39.66,TRUE
GNRC,45831,4.08,15898091,41,GC,45828,4.08,0,2138,-3110,TRUE,127.34,TRUE
HIMX,45831,4.08,1056556,18,GC,45828,4.08,0,105715,-236431,TRUE,8.91,TRUE
IEF,45831,4.08,19817959,20,GC,45828,4.08,0,7685,-577,TRUE,94.6,TRUE
KOS,45831,4.08,112653720,26,GC,45828,4.08,0,924952,-900,TRUE,2.17,TRUE
LYV,45831,4.08,47769249,34,GC,45828,4.08,0,5400,-17236,TRUE,148.87,TRUE
MLCO,45831,4.08,21355254,31,GC,45828,4.08,0,200757,-49487,TRUE,6.4,TRUE
MTDR,45831,4.08,35097724,34,GC,45828,4.08,0,2498,-10662,TRUE,51.37,TRUE
MUX,45831,4.08,1784040,26,GC,45828,4.08,0,134722,-65685,TRUE,9.05,TRUE
NEXT,45831,4.08,14157318,29,GC,45828,4.08,0,1009048,-5300,TRUE,8.44,TRUE
PMT,45831,4.08,17986724,31,GC,45828,4.08,0,8256,-9569,TRUE,12.44,TRUE
REI,45831,4.08,10343201,18,GC,45828,4.08,0,36884,-36140,TRUE,0.8005,TRUE
THO,45831,4.08,8006302,31,GC,45828,4.08,0,3175,-500,TRUE,85.36,TRUE
TM,45831,3.1293,510680,24,HTB,45828,3.1293,0,12770,-1995,TRUE,172.4,TRUE
XENE,45831,4.08,4134867,33,GC,45828,4.08,0,20700,-6425,TRUE,32.05,TRUE
WPM,45831,4.28,61953635,27,GC,45828,4.28,0,76340,-178924,TRUE,89.18,TRUE
ILMN,45831,4.08,43696103,41,GC,45828,4.08,0,50448,-11200,TRUE,90.49,TRUE
BFLY,45831,4.08,18295136,28,GC,45828,4.08,0,81529,0,TRUE,2.08,TRUE
YOU,45831,4.08,19239961,31,GC,45828,4.08,0,91498,-114955,TRUE,25.14,TRUE
BWXT,45831,4.08,25241976,39,GC,45828,4.08,0,18373,-100,TRUE,142.32,TRUE
FLR,45831,4.08,43195815,41,GC,45828,4.08,0,10300,-101342,TRUE,49.64,TRUE
GLD,45831,4.08,249386,19,GC,45828,4.08,0,393781,-370078,TRUE,310.13,TRUE
CARR,45831,4.08,320820641,37,GC,45828,4.08,0,29647,-46233,TRUE,70.47,TRUE
LNTH,45831,4.08,18521958,31,GC,45828,4.08,0,1594,0,TRUE,79.19,TRUE
EXFY,45831,4.08,5644381,23,GC,45828,4.08,0,6448,0,TRUE,2.4,TRUE
NVRI,45831,4.08,15513901,32,GC,45828,4.08,0,11138,0,FALSE,8.36,TRUE
RELL,45831,4.08,1549447,27,GC,45828,4.08,0,0,0,TRUE,8.91,TRUE
COHR,45831,4.08,24710874,42,GC,45828,4.08,0,30680,-39981,TRUE,81.2,TRUE
ZM,45831,4.08,58424243,41,GC,45828,4.08,0,38465,-48991,TRUE,77.99,TRUE
KRNT,45831,4.08,3049640,26,GC,45828,4.08,0,157,0,TRUE,18.22,TRUE
ISSC,45831,4.08,1047822,26,GC,45828,4.08,0,113,-100,TRUE,12.34,TRUE
WSC,45831,4.08,50419680,33,GC,45828,4.08,0,67046,-79649,TRUE,26.21,TRUE
AMKR,45831,4.08,35427414,36,GC,45828,4.08,0,56126,0,TRUE,20.16,TRUE
ODP,45831,4.08,6702207,35,GC,45828,4.08,0,200,-347,FALSE,16.69,TRUE
ADTN,45831,4.08,13950975,30,GC,45828,4.08,0,7753,-2906,FALSE,7.89,TRUE
TPR,45831,4.08,53077723,44,GC,45828,4.08,0,221985,-84062,TRUE,84.33,TRUE
PCH,45831,4.08,18331135,33,GC,45828,4.08,0,0,-22564,TRUE,38.42,TRUE
LAW,45831,4.08,4447525,28,GC,45828,4.08,0,0,-1318,TRUE,3.97,TRUE
BZUN,45831,4.08,1001443,23,GC,45828,4.08,0,19801,-23325,TRUE,2.57,TRUE
ABUS,45831,4.08,24096208,31,GC,45828,4.08,0,27423,-848,TRUE,3.43,TRUE
NEE,45831,4.08,515711766,43,GC,45828,4.08,0,242729,-109390,TRUE,71.53,TRUE
MPWR,45831,4.08,13472424,39,GC,45828,4.08,0,1755,-10,TRUE,685.9,TRUE
XPOF,45831,4.08,2574392,28,GC,45828,4.08,0,31089,-67882,TRUE,7.8,TRUE
EBS,45831,4.08,4167267,26,GC,45828,4.08,0,88874,-964,TRUE,6.22,TRUE
FRSH,45831,4.08,47510541,40,GC,45828,4.08,0,975,-16959,TRUE,14.74,TRUE
EPR,45831,4.08,17788228,33,GC,45828,4.08,0,1782,-3751,TRUE,58.3,TRUE
ABEV,45831,4.08,72916416,32,GC,45828,4.08,0,412883,-25016,TRUE,2.39,TRUE
AVDL,45831,4.08,11455116,27,GC,45828,4.08,0,26929,-7728,TRUE,9.18,TRUE
CLNE,45831,4.08,31171801,32,GC,45828,4.08,0,30202,-9629,TRUE,1.9,TRUE
