Stock,Report Date,Rate,Adjusted Float,Lender Count,Borrow Status,Last Report Date,Last Rate,Change in Rate,Firm Long,Firm Short,Intrafirm?,Close Price,IsFilterMatch
DFAC,45828,4.08,73958,6,GC,45826,4.08,0,0,-2931,FALSE,34.73,TRUE
HYD,45828,-4.4087,156233,5,HTB,45826,-4.4155,0.0068,46831,0,FALSE,49.845,TRUE
HUN,45828,4.08,49886367,42,GC,45826,4.08,0,201522,0,TRUE,10.45,TRUE
KIRK,45828,1.2358,48009,4,HTB,45826,1.0462,0.1896,19904,0,TRUE,1.11,TRUE
BIRK,45828,4.08,8548555,37,GC,45826,4.08,0,21656,-219,TRUE,52.56,TRUE
OPRT,45828,4.08,3942719,24,GC,45826,4.08,0,11606,-904,FALSE,7,TRUE
ALHC,45828,4.08,34755511,31,GC,45826,4.08,0,8393,-2443,TRUE,14.4,TRUE
TAC,45828,4.08,729653,16,GC,45826,4.08,0,34527,-12865,TRUE,11.38,TRUE
MRAI,45828,-41.7038,75796,10,HTB,45826,-41.7038,0,0,-25,FALSE,1.25,TRUE
PVLA,45828,-13.8466,10267,12,HTB,45826,-13.0086,-0.838,132,0,FALSE,20.51,TRUE
NVGS,45828,4.08,1466863,22,GC,45826,4.08,0,700,-1655,FALSE,14.57,TRUE
ACTG,45828,4.08,7288830,29,GC,45826,4.08,0,1344,-12538,TRUE,3.66,TRUE
WGHTQ,45828,-114.8291,175160,7,HTB,45826,-136.8299,22.0008,345820,-321021,TRUE,0.367,TRUE
PX,45828,4.08,15047448,36,GC,45826,4.08,0,0,-100,FALSE,9.01,TRUE
LGMK,45828,4.08,42774585,8,GC,45826,2.9398,1.1402,34,0,FALSE,0.0038,TRUE
ECH,45828,-0.881,907128,19,HTB,45826,-1.0016,0.1206,0,-4588,FALSE,30.34,TRUE
PACK,45828,4.08,11442481,32,GC,45826,4.08,0,0,-4758,FALSE,3.53,TRUE
IIPR,45828,4.08,6377861,38,GC,45826,4.08,0,1415,-114,TRUE,57.89,TRUE
XNET,45828,2.2387,1031581,20,HTB,45826,2.2505,-0.0118,175916,-138312,TRUE,4.725,TRUE
HP,45828,4.08,28404160,41,GC,45826,4.08,0,6214,-3967,TRUE,17.38,TRUE
MTRX,45828,4.08,6095845,30,GC,45826,4.08,0,0,-11625,FALSE,12.71,TRUE
LVWR,45828,-301.1302,226182,15,HTB,45826,-317.5545,16.4243,4974,-19991,TRUE,5.8,TRUE
LFCR,45828,4.08,3079649,29,GC,45826,4.08,0,190,-9908,TRUE,6.71,TRUE
AGCO,45828,4.08,23179946,34,GC,45826,4.08,0,58,0,FALSE,102.52,TRUE
XXRP,45828,-3.1873,290,3,HTB,45826,-3.1771,-0.0102,3097,0,FALSE,26.07,TRUE
UCO,45828,4.08,118151,7,GC,45826,2.9087,1.1713,148414,-23545,TRUE,27.45,TRUE
TSDD,45828,-24.3988,226624,7,HTB,45826,-23.8648,-0.534,4025,-2156,TRUE,22.88,TRUE
HEI,45828,4.08,13443200,35,GC,45826,4.08,0,0,-1077,FALSE,311.08,TRUE
NWG,45828,4.08,5263365,24,GC,45826,4.08,0,13333,-56,TRUE,14.17,TRUE
NFGC,45828,-8.8704,107441,10,HTB,45826,-8.9148,0.0444,10395,0,TRUE,1.43,TRUE
BLCO,45828,0.9678,1341173,14,HTB,45826,0.6743,0.2935,9944,0,FALSE,11.55,TRUE
CHD,45828,4.08,79485471,40,GC,45826,4.08,0,715,-1430,FALSE,95.89,TRUE
CERS,45828,4.08,33618636,31,GC,45826,4.08,0,763,-23594,TRUE,1.34,TRUE
RRR,45828,4.08,13686571,36,GC,45826,4.08,0,3843,-9425,TRUE,50.75,TRUE
SKE,45828,1.3911,2947935,14,HTB,45826,2.5796,-1.1885,0,-83230,FALSE,14.81,TRUE
HUBS,45828,4.08,18230511,45,GC,45826,4.08,0,3280,0,FALSE,544.46,TRUE
AMLX,45828,4.08,5323076,27,GC,45826,4.08,0,30516,-4410,TRUE,5.1,TRUE
GPCR,45828,3.2987,7819390,30,HTB,45826,3.3045,-0.0058,41145,-27867,TRUE,21.62,TRUE
BGXXQ,45828,-6.6443,775765,9,HTB,45826,-6.6443,0,6362,0,FALSE,0.045,TRUE
NKLAQ,45828,-1.995,4437446,9,HTB,45826,-1.9904,-0.0046,120499,-286854,TRUE,0.0751,TRUE
AVIR,45828,4.08,12985442,37,GC,45826,4.08,0,4231,0,TRUE,3.21,TRUE
PENG,45828,4.08,10038651,29,GC,45826,4.08,0,1508,-13853,TRUE,19.78,TRUE
APTOF,45828,-0.2412,53422,7,HTB,45826,-0.1437,-0.0975,3,0,FALSE,0.87,TRUE
TGB,45828,4.08,15576295,17,GC,45826,4.08,0,122921,-9355,TRUE,3,TRUE
GKOS,45828,4.08,21948566,34,GC,45826,4.08,0,0,-616,FALSE,102.34,TRUE
MCB,45828,4.08,2559378,30,GC,45826,4.08,0,0,-116,FALSE,64.73,TRUE
WEAV,45828,4.08,15203101,39,GC,45826,4.08,0,1365,-1365,TRUE,8.31,TRUE
DBA,45828,4.08,269602,12,GC,45826,4.08,0,1521,-162,FALSE,26.78,TRUE
CBAT,45828,3.5453,2512365,16,HTB,45826,3.4169,0.1284,26342,0,FALSE,1.15,TRUE
VYGR,45828,2.3119,9305371,33,HTB,45826,2.5041,-0.1922,24131,-28427,TRUE,3.04,TRUE
XYZ,45828,4.08,150971044,,GC,45826,4.08,0,243083,-104115,TRUE,63.09,TRUE
ARCT,45828,4.08,5368728,31,GC,45826,4.08,0,522,-2801,TRUE,12.35,TRUE
XLV,45828,4.08,4957231,25,GC,45826,4.08,0,9909,-8159,TRUE,133.24,TRUE
RRX,45828,4.08,22512846,33,GC,45826,4.08,0,201,-1723,FALSE,139.68,TRUE
MEG,45828,4.08,8753191,29,GC,45826,4.08,0,11810,-754,FALSE,22.37,TRUE
UGL,45828,4.08,95079,8,GC,45826,2.4807,1.5993,5573,-1900,TRUE,36.02,TRUE
TGI,45828,4.08,19509484,35,GC,45826,4.08,0,26730,-22611,TRUE,25.77,TRUE
STOK,45828,4.08,5610574,28,GC,45826,4.08,0,205,0,TRUE,11.57,TRUE
AEG,45828,4.08,10625174,20,GC,45826,4.08,0,0,-231,TRUE,6.71,TRUE
VSEC,45828,4.08,4175882,29,GC,45826,4.08,0,0,-25,TRUE,135.78,TRUE
CDP,45828,4.08,38215392,32,GC,45826,4.08,0,0,-4100,FALSE,28.61,TRUE
IDN,45828,2.3941,1606270,25,HTB,45826,2.3793,0.0148,1249,-2268,TRUE,5.26,TRUE
ANIP,45828,4.08,4979520,27,GC,45826,4.08,0,1623,0,TRUE,64.66,TRUE
FRPT,45828,4.08,12328492,36,GC,45826,4.08,0,187,-71251,TRUE,71.72,TRUE
SKYT,45828,3.1898,1683236,25,HTB,45826,3.1991,-0.0093,14248,-12554,TRUE,8.88,TRUE
TRX,45828,-15.4669,1676865,8,HTB,45826,-15.5463,0.0794,17791,0,FALSE,0.3389,TRUE
RNA,45828,4.08,27156220,36,GC,45826,4.08,0,49598,-157,FALSE,29.32,TRUE
PYXS,45828,3.1331,1755798,21,HTB,45826,3.1689,-0.0358,2454,-1852,TRUE,1.14,TRUE
PESI,45828,4.08,1405421,27,GC,45826,4.08,0,3643,-2922,FALSE,10.1,TRUE
PCVX,45828,4.08,44263073,31,GC,45826,4.08,0,0,-56911,FALSE,33.4,TRUE
HD,45828,4.08,243764156,50,GC,45826,4.08,0,9072,0,TRUE,347.03,TRUE
SPH,45828,-9.3026,145169,12,HTB,45826,-8.4867,-0.8159,100,-1881,TRUE,18.93,TRUE
ZEPP,45828,-1.438,143731,12,HTB,45826,-1.2899,-0.1481,29697,0,TRUE,2.39,TRUE
DNB,45828,4.08,77230578,39,GC,45826,4.08,0,71599,-39,FALSE,9.07,TRUE
NYMT,45828,4.08,10855956,31,GC,45826,4.08,0,1788,-5,FALSE,6.72,TRUE
GHRS,45828,-0.9671,225935,8,HTB,45826,-0.9671,0,100,-29,TRUE,11.84,TRUE
KURA,45828,4.08,18415109,37,GC,45826,4.08,0,1804,-1918,TRUE,6.06,TRUE
FLS,45828,4.08,30582247,38,GC,45826,4.08,0,1132,-89,FALSE,46.43,TRUE
CPSS,45828,3.2388,2711929,26,HTB,45826,3.2436,-0.0048,732,0,FALSE,9.64,TRUE
LUCK,45828,-12.9527,78709,17,HTB,45826,-14.1486,1.1959,1313,-61,FALSE,9.93,TRUE
SPXU,45828,2.2244,63012,7,HTB,45826,1.9294,0.295,15118,-46519,TRUE,18.89,TRUE
VXX,45828,0.7038,8907,5,HTB,45826,0.7038,0,110819,-73486,TRUE,52.9,TRUE
DBB,45828,-0.7505,10837,8,HTB,45826,-0.7505,0,300,0,FALSE,18.825,TRUE
SPT,45828,4.08,18603351,35,GC,45826,4.08,0,0,-4707,FALSE,20.07,TRUE
CMPR,45828,4.08,5092412,26,GC,45826,4.08,0,840,0,FALSE,42.62,TRUE
SOC,45828,4.08,8338984,37,GC,45826,4.08,0,293543,-12995,TRUE,22.5,TRUE
LUNA,45828,3.2569,1219480,9,HTB,45826,3.3009,-0.044,19806,-502,FALSE,0.66,TRUE
FARO,45828,4.08,2791796,31,GC,45826,4.08,0,1843,0,FALSE,43.78,TRUE
PRVA,45828,4.08,37589773,37,GC,45826,4.08,0,406,-18677,FALSE,21.81,TRUE
WAT,45828,4.08,19293162,37,GC,45826,4.08,0,1,-65,TRUE,339.36,TRUE
RGR,45828,4.08,3658882,33,GC,45826,4.08,0,772,0,FALSE,37.73,TRUE
VOR,45828,1.138,4231523,16,HTB,45826,1.0536,0.0844,3256,-10211,TRUE,0.214,TRUE
WYY,45828,4.08,590860,19,GC,45826,4.08,0,868,-825,TRUE,3.05,TRUE
MTA,45828,4.08,3095994,14,GC,45826,3.2545,0.8255,13529,-533,FALSE,3.56,TRUE
WTW,45828,4.08,19559158,33,GC,45826,4.08,0,590,-7390,TRUE,297.5,TRUE
APLY,45828,1.6974,22448,5,HTB,45826,1.7883,-0.0909,1000,0,FALSE,12.46,TRUE
YBIT,45828,-7.3604,81590,8,HTB,45826,-7.3604,0,4836,-400,TRUE,10.16,TRUE
APG,45828,4.08,69229584,38,GC,45826,4.08,0,5314,-911,TRUE,48.95,TRUE
AAPB,45828,-7.4319,4672,5,HTB,45826,-7.9592,0.5273,100,0,FALSE,18.53,TRUE
TLS,45828,4.08,10449336,31,GC,45826,4.08,0,0,-25473,FALSE,2.63,TRUE
AREN,45828,-24.463,1170290,5,HTB,45826,-24.3672,-0.0958,5265,-1,TRUE,5.5,TRUE
THTX,45828,-13.7359,138760,10,HTB,45826,-13.9234,0.1875,9184,-400,FALSE,2.5,TRUE
AFCG,45828,4.08,1452671,28,GC,45826,4.08,0,507,0,TRUE,4.59,TRUE
UDN,45828,1.2011,435555,5,HTB,45826,1.2508,-0.0497,47931,-7996,TRUE,18.49,TRUE
NTPIF,45828,-0.0019,288383,7,HTB,45826,-0.0019,0,73385,0,FALSE,4.25,TRUE
VNDA,45828,4.08,14352226,37,GC,45826,4.08,0,18294,-25539,TRUE,4.53,TRUE
DX,45828,4.08,7990384,28,GC,45826,4.08,0,5846,-400,TRUE,12.21,TRUE
OPK,45828,3.1832,64247354,35,HTB,45826,3.1832,0,127212,-99307,TRUE,1.29,TRUE
DFLI,45828,-41.5909,61678,9,HTB,45826,-44.3612,2.7703,1489,-2654,FALSE,0.218,TRUE
ESRT,45828,4.08,42488236,33,GC,45826,4.08,0,28729,0,TRUE,8.57,TRUE
AVDX,45828,4.08,25975403,33,GC,45826,4.08,0,11145,-5206,TRUE,9.79,TRUE
MITK,45828,4.08,10599997,36,GC,45826,4.08,0,1087,-8788,TRUE,9.57,TRUE
SARO,45828,4.08,53792187,35,GC,45826,4.08,0,0,-100,TRUE,29.73,TRUE
USD,45828,4.08,119254,6,GC,45826,3.4009,0.6791,1957,-1823,TRUE,63.91,TRUE
SW,45828,4.08,110939476,29,GC,45826,4.08,0,0,-2307,FALSE,42.39,TRUE
PCTY,45828,4.08,14834594,44,GC,45826,4.08,0,0,-4,FALSE,176.45,TRUE
PRDO,45828,4.08,13324787,28,GC,45826,4.08,0,439,0,FALSE,32.3,TRUE
FI,45828,4.08,172756253,45,GC,45826,4.08,0,9204,-19816,TRUE,161.36,TRUE
EVC,45828,4.08,17963074,28,GC,45826,4.08,0,4268,0,TRUE,2.33,TRUE
TRU,45828,4.08,73970114,39,GC,45826,4.08,0,4805,-8010,TRUE,84.83,TRUE
WOR,45828,4.08,9992587,34,GC,45826,4.08,0,764,-2214,TRUE,58.85,TRUE
MEXX,45828,-0.1017,10,5,HTB,45826,0.1229,-0.2246,314,0,FALSE,16.34,TRUE
GS,45828,4.08,51197883,48,GC,45826,4.08,0,9803,-22463,TRUE,635.24,TRUE
AMWL,45828,4.08,1437688,27,GC,45826,4.08,0,340,-2600,TRUE,6.81,TRUE
CMCM,45828,-5.2405,304969,9,HTB,45826,-5.4855,0.245,11655,0,FALSE,4.1099,TRUE
FOA,45828,3.553,407900,17,HTB,45826,3.5346,0.0184,23363,-14389,TRUE,21.36,TRUE
BRZE,45828,4.08,20942379,35,GC,45826,4.08,0,2415,-99,TRUE,26.82,TRUE
BCSF,45828,4.08,897134,21,GC,45826,4.08,0,100,-2524,FALSE,14.98,TRUE
ETHT,45828,2.922,18061,8,HTB,45826,2.8642,0.0578,9333,0,TRUE,39.15,TRUE
OMCL,45828,4.08,18789954,39,GC,45826,4.08,0,0,-422,FALSE,28.27,TRUE
JAZZ,45828,4.08,14154204,32,GC,45826,4.08,0,8913,-41,TRUE,108.24,TRUE
LUXE,45828,-3.0894,2184398,15,HTB,45826,-3.0026,-0.0868,5501,0,FALSE,7.9,TRUE
NDLS,45828,4.08,3181480,14,GC,45826,4.08,0,314,-1769,TRUE,0.782,TRUE
CXDO,45828,4.08,2013425,23,GC,45826,3.0186,1.0614,0,-4369,TRUE,5.29,TRUE
TGLS,45828,4.08,4300724,29,GC,45826,4.08,0,153,-3933,TRUE,75.22,TRUE
SEG,45828,4.08,1056476,25,GC,45826,4.08,0,17,0,FALSE,19.55,TRUE
NTST,45828,4.08,7868085,28,GC,45826,4.08,0,0,-500,FALSE,16.75,TRUE
EFXT,45828,1.862,3334351,14,HTB,45826,1.8716,-0.0096,59,0,FALSE,7.83,TRUE
ACRE,45828,4.08,4275868,20,GC,45826,4.08,0,424,-504,TRUE,4.83,TRUE
ACXP,45828,-118.6081,302432,6,HTB,45826,4.08,-122.6881,8907,0,TRUE,0.72,TRUE
ALEC,45828,4.08,14786857,29,GC,45826,4.08,0,4500,-11348,FALSE,1.46,TRUE
ALMS,45828,-3.4418,1484579,23,HTB,45826,-3.4418,0,48573,-207,FALSE,3.01,TRUE
AAPD,45828,-7.2309,67143,4,HTB,45826,-7.5697,0.3388,1362,0,FALSE,18.42,TRUE
GPLDF,45828,-5.9719,159830,5,HTB,45826,-5.9719,0,7341,0,FALSE,0.000001,TRUE
FKWL,45828,4.08,663278,18,GC,45826,4.08,0,0,-2182,TRUE,3.94,TRUE
PARR,45828,4.08,16044386,35,GC,45826,4.08,0,16288,-7751,TRUE,27.39,TRUE
IDYA,45828,4.08,19887483,36,GC,45826,4.08,0,223,0,TRUE,21.86,TRUE
MGY,45828,4.08,65679489,37,GC,45826,4.08,0,35518,0,TRUE,24.08,TRUE
PLNT,45828,4.08,28628191,36,GC,45826,4.08,0,2410,-5132,TRUE,107.69,TRUE
RYLD,45828,0.2946,123590,4,HTB,45826,0.3597,-0.0651,4007,-7512,TRUE,14.87,TRUE
CARG,45828,4.08,33229107,36,GC,45826,4.08,0,0,-25145,FALSE,31.75,TRUE
CIG,45828,4.08,35075517,25,GC,45826,4.08,0,0,-1252,TRUE,1.95,TRUE
ARWR,45828,4.08,36068695,39,GC,45826,4.08,0,15977,-1723,TRUE,15.62,TRUE
VRNS,45828,4.08,32763398,40,GC,45826,4.08,0,5562,-12691,TRUE,49.71,TRUE
MITT,45828,4.08,3053397,29,GC,45826,4.08,0,7120,0,TRUE,7.43,TRUE
CM,45828,4.28,2472624,20,GC,45826,4.28,0,0,-138410,FALSE,68.46,TRUE
WMT,45828,4.08,1006141931,50,GC,45826,4.08,0,54863,-115682,TRUE,95.09,TRUE
TV,45828,4.08,7278768,23,GC,45826,4.08,0,9331,-10530,TRUE,2.24,TRUE
TRTX,45828,4.08,8924936,29,GC,45826,4.08,0,0,-20369,TRUE,7.92,TRUE
GIII,45828,4.08,16886186,30,GC,45826,4.08,0,0,-1818,FALSE,21.45,TRUE
VTWO,45828,4.08,4062672,16,GC,45826,4.08,0,531,-600,TRUE,84.93,TRUE
PEN,45828,4.08,12208776,35,GC,45826,4.08,0,0,-8846,FALSE,257.01,TRUE
ATHM,45828,4.08,9436750,34,GC,45826,4.08,0,202,0,TRUE,25.65,TRUE
YOLO,45828,-7.219,255231,5,HTB,45826,-7.219,0,2109,-1675,TRUE,1.83,TRUE
ATAT,45828,4.08,8457278,33,GC,45826,4.08,0,0,-3582,FALSE,30.75,TRUE
CTLP,45828,4.08,11321973,30,GC,45826,4.08,0,2649,-52612,TRUE,10.98,TRUE
UPS,45828,4.08,163851073,47,GC,45826,4.08,0,103562,-100,TRUE,99.21,TRUE
MSFU,45828,-0.1293,46475,3,HTB,45826,-0.124,-0.0053,1624,0,TRUE,46.83,TRUE
TTAN,45828,1.0322,5128645,30,HTB,45826,1.0346,-0.0024,28511,-18625,TRUE,105.64,TRUE
CCOI,45828,4.08,10121886,30,GC,45826,4.08,0,0,-2400,FALSE,46.73,TRUE
KXIN,45828,-16.9737,612818,6,HTB,45826,-16.5615,-0.4122,491,0,FALSE,0.8463,TRUE
BNL,45828,4.08,53790562,34,GC,45826,4.08,0,5,-1322,TRUE,16.26,TRUE
DSHK,45828,-0.6761,2003475,8,HTB,45826,-0.6761,0,73448,0,FALSE,0.1,TRUE
AMT,45828,4.08,149923528,41,GC,45826,4.08,0,1221,-17748,TRUE,215.48,TRUE
AMDY,45828,3.2534,13060,4,HTB,45826,4.08,-0.8266,38696,0,TRUE,7.92,TRUE
LYG,45828,4.08,20865744,27,GC,45826,4.08,0,71461,0,FALSE,4.17,TRUE
VPU,45828,4.08,6074350,13,GC,45826,4.08,0,0,-510,FALSE,174.46,TRUE
NE,45828,4.08,23013705,34,GC,45826,4.08,0,355441,-27591,TRUE,28.9,TRUE
TDG,45828,4.08,20942967,38,GC,45826,4.08,0,0,-2207,FALSE,1414.48,TRUE
MAS,45828,4.08,70812513,45,GC,45826,4.08,0,1237,-2439,FALSE,60.9,TRUE
PLAB,45828,4.08,24528851,34,GC,45826,4.08,0,11759,-475,TRUE,18.27,TRUE
EL,45828,4.08,77138888,44,GC,45826,4.08,0,121540,-840,TRUE,74.72,TRUE
CLOU,45828,2.3961,33476,6,HTB,45826,2.4661,-0.07,0,-3662,FALSE,22.7,TRUE
NOTE,45828,-1.9654,1250268,12,HTB,45826,-1.9713,0.0059,107581,0,TRUE,0.5563,TRUE
META,45828,4.08,583989385,48,GC,45826,4.08,0,69048,-54260,TRUE,695.77,TRUE
TEX,45828,4.08,19268887,35,GC,45826,4.08,0,1219,-1412,FALSE,45.39,TRUE
PDSB,45828,-1.2511,1722964,17,HTB,45826,-1.6308,0.3797,1,-6857,TRUE,1.61,TRUE
MESA,45828,-0.5139,713861,11,HTB,45826,-0.547,0.0331,4570,0,TRUE,0.9494,TRUE
SLRC,45828,3.4555,778814,20,HTB,45826,3.4478,0.0077,84,0,FALSE,16.21,TRUE
TMHC,45828,4.08,38073545,40,GC,45826,4.08,0,0,-145,FALSE,57.42,TRUE
MAPS,45828,4.08,12666656,27,GC,45826,4.08,0,41446,0,TRUE,1.07,TRUE
KLG,45828,4.08,9103278,31,GC,45826,4.08,0,82080,-2822,TRUE,15.64,TRUE
KANT,45828,-26.1144,51799,9,HTB,45826,-26.1144,0,0,-2747,FALSE,0.27,TRUE
AEYE,45828,4.08,1248439,27,GC,45826,4.08,0,366,-209,TRUE,11.66,TRUE
RSKD,45828,4.08,6338858,25,GC,45826,4.08,0,6915,0,FALSE,4.96,TRUE
TIPT,45828,4.08,5849804,33,GC,45826,4.08,0,1042,-100,FALSE,22.7,TRUE
MELI,45828,4.08,13024623,48,GC,45826,4.08,0,0,-18,FALSE,2402.75,TRUE
FOR,45828,4.08,7857521,33,GC,45826,4.08,0,1982,0,FALSE,19.37,TRUE
GBCI,45828,4.08,32250647,33,GC,45826,4.08,0,0,-42,FALSE,40.47,TRUE
BCC,45828,4.08,14049186,43,GC,45826,4.08,0,415,-1108,FALSE,83.96,TRUE
RJF,45828,4.08,59022243,39,GC,45826,4.08,0,0,-1789,FALSE,148.34,TRUE
FBTC,45828,4.08,416064,15,GC,45826,4.08,0,0,-5409,FALSE,90.63,TRUE
QDEL,45828,4.08,25714368,38,GC,45826,4.08,0,0,-8722,TRUE,28.33,TRUE
OSK,45828,4.08,23318462,38,GC,45826,4.08,0,0,-1195,FALSE,109.62,TRUE
MC,45828,4.08,20978591,35,GC,45826,4.08,0,0,-72,FALSE,56.51,TRUE
ACLS,45828,4.08,9116957,35,GC,45826,4.08,0,207,-811,TRUE,66.89,TRUE
ENTG,45828,4.08,41430903,35,GC,45826,4.08,0,3141,-1476,TRUE,76.24,TRUE
KVYO,45828,4.08,31812786,39,GC,45826,4.08,0,7517,-24904,TRUE,33.83,TRUE
CBRE,45828,4.08,114716480,48,GC,45826,4.08,0,2394,-2122,TRUE,133.47,TRUE
WWD,45828,4.08,17012867,37,GC,45826,4.08,0,0,-1083,TRUE,238.99,TRUE
VRNT,45828,4.08,20578187,36,GC,45826,4.08,0,4555,-6761,TRUE,16.43,TRUE
VRDN,45828,4.08,12799815,30,GC,45826,4.08,0,18145,-18794,TRUE,15,TRUE
JBGS,45828,3.3519,10662320,24,HTB,45826,3.3553,-0.0034,0,-2318,TRUE,18.04,TRUE
ASAIY,45828,0.3851,776041,14,HTB,45826,0.2362,0.1489,1525,0,FALSE,9.8,TRUE
OCEA,45828,-5.8784,11482291,8,HTB,45826,-8.6913,2.8129,20517,-15,FALSE,0.0067,TRUE
WEAT,45828,2.913,369801,7,HTB,45826,2.9499,-0.0369,236567,-10000,TRUE,4.84,TRUE
CR,45828,4.08,16412371,39,GC,45826,4.08,0,4095,-16,FALSE,178.4,TRUE
ERII,45828,4.08,13777952,36,GC,45826,4.08,0,300,-7028,TRUE,12.18,TRUE
BYSI,45828,-6.0766,407750,10,HTB,45826,-5.4564,-0.6202,0,-12816,TRUE,3.11,TRUE
FATE,45828,4.08,18582847,26,GC,45826,4.08,0,2000,-10458,TRUE,1.21,TRUE
ALKT,45828,4.08,23417165,30,GC,45826,4.08,0,94,-1186,TRUE,28.34,TRUE
VICR,45828,4.08,6719642,33,GC,45826,4.08,0,6451,0,TRUE,45.47,TRUE
PSNL,45828,4.08,3351865,22,GC,45826,4.08,0,2164,-953,TRUE,6.53,TRUE
KNF,45828,4.08,20314591,36,GC,45826,4.08,0,0,-203,FALSE,79.08,TRUE
HITI,45828,-11.0666,910155,7,HTB,45826,-11.0421,-0.0245,3936,-32635,TRUE,2.2,TRUE
NVVE,45828,-165.4958,309881,13,HTB,45826,-236.0712,70.5754,3,0,FALSE,1.06,TRUE
HOPE,45828,4.08,44430865,31,GC,45826,4.08,0,0,-100,FALSE,10.08,TRUE
AQST,45828,4.08,5531486,24,GC,45826,4.08,0,74986,-54140,TRUE,3.4,TRUE
BN,45828,4.28,128375910,30,GC,45826,4.08,0.2,8668,-6829,TRUE,59.48,TRUE
CWB,45828,3.2025,668290,12,HTB,45826,3.2129,-0.0104,0,-790,FALSE,80.55,TRUE
AMCR,45828,4.08,318253118,39,GC,45826,4.08,0,233836,-45582,TRUE,9.05,TRUE
SEI,45828,4.08,4691703,23,GC,45826,4.08,0,2861,-25191,TRUE,28.99,TRUE
STX,45828,4.08,51228500,30,GC,45826,4.08,0,1926,-34724,TRUE,131.3,TRUE
CAPT,45828,-231.3035,78169,8,HTB,45826,-230.0594,-1.2441,6185,0,FALSE,1.16,TRUE
API,45828,1.0081,8307621,23,HTB,45826,0.6779,0.3302,3969,-14460,TRUE,3.72,TRUE
GOOGL,45828,4.08,1512298896,50,GC,45826,4.08,0,5846,-62277,TRUE,173.32,TRUE
RBBN,45828,4.08,24139374,32,GC,45826,4.08,0,46,-2814,TRUE,3.86,TRUE
PDYN,45828,-23.4488,117699,14,HTB,45826,-24.3387,0.8899,94062,-15050,TRUE,8.91,TRUE
SMST,45828,-16.7798,16988,4,HTB,45826,-17.2163,0.4365,2418,-1226,TRUE,29.21,TRUE
NOAH,45828,4.08,1224902,22,GC,45826,4.08,0,0,-4019,TRUE,12.21,TRUE
TRI,45828,4.28,6300945,28,GC,45826,4.28,0,0,-3909,FALSE,195.96,TRUE
SBAC,45828,4.08,38766327,42,GC,45826,4.08,0,0,-708,FALSE,228.32,TRUE
IMO,45828,4.08,5316737,17,GC,45826,4.08,0,0,-1021,FALSE,81.12,TRUE
TALK,45828,4.08,30485209,30,GC,45826,4.08,0,7842,-89704,TRUE,2.77,TRUE
DRLL,45828,3.1567,132134,3,HTB,45826,3.1482,0.0085,0,-44,FALSE,28.55,TRUE
SLI,45828,-1.3441,322018,13,HTB,45826,-1.2687,-0.0754,17922,-37854,TRUE,1.94,TRUE
OPI,45828,4.08,3696720,17,GC,45826,4.08,0,1,-5481,FALSE,0.26,TRUE
BWAY,45828,-0.6615,434113,21,HTB,45826,-0.673,0.0115,0,-3212,FALSE,11.03,TRUE
AAPU,45828,-1.5462,93222,4,HTB,45826,-2.0068,0.4606,7684,-747,TRUE,20.24,TRUE
ZNOG,45828,-11.6676,774717,8,HTB,45826,-12.7506,1.083,270810,0,TRUE,0.162,TRUE
VIVE,45828,-11.1342,541045,5,HTB,45826,-11.1342,0,1,0,FALSE,0.0001,TRUE
TDUP,45828,4.08,24109547,30,GC,45826,4.08,0,26760,-198589,TRUE,8.41,TRUE
SYBX,45828,-7.2131,488772,14,HTB,45826,-7.2131,0,0,-1,FALSE,1.214,TRUE
OWLT,45828,4.08,519161,15,GC,45826,4.08,0,109,0,FALSE,7.09,TRUE
BYFC,45828,4.08,434589,18,GC,45826,4.08,0,12,0,FALSE,6,TRUE
MRIN,45828,-538.6379,154261,7,HTB,45826,-483.5953,-55.0426,50,0,FALSE,1.44,TRUE
MJ,45828,2.5634,162633,13,HTB,45826,2.5474,0.016,190,-690,TRUE,17.59,TRUE
LVO,45828,4.08,4103417,15,GC,45826,4.08,0,943,-7365,TRUE,0.7677,TRUE
LPCN,45828,4.08,374959,17,GC,45826,4.08,0,162,0,FALSE,3.205,TRUE
LIQT,45828,0.9711,89618,11,HTB,45826,0.473,0.4981,5,0,FALSE,1.51,TRUE
IMCC,45828,-137.0743,165558,6,HTB,45826,-140.8706,3.7963,2,0,FALSE,2.96,TRUE
GOCO,45828,4.08,648565,31,GC,45826,4.08,0,124,0,FALSE,5.6,TRUE
FTCO,45828,1.2923,734244,14,HTB,45826,1.2923,0,4145,0,FALSE,3.15,TRUE
CSAN,45828,1.3746,730039,20,HTB,45826,1.1153,0.2593,609,0,FALSE,5.78,TRUE
BNTC,45828,4.08,487252,16,GC,45826,4.08,0,89,0,FALSE,14.94,TRUE
APRE,45828,-0.6989,227178,18,HTB,45826,-0.1127,-0.5862,577,0,FALSE,1.7677,TRUE
ALPP,45828,-994.67,272565,8,HTB,45826,-994.67,0,942,0,FALSE,0.0006,TRUE
AFIB,45828,-4.5019,152852,7,HTB,45826,-4.5019,0,3229,0,FALSE,0.0022,TRUE
GDXY,45828,-0.4889,6417,4,HTB,45826,-1.4727,0.9838,3953,0,FALSE,15.86,TRUE
SNBR,45828,4.08,1542475,33,GC,45826,4.08,0,3010,-15719,TRUE,7.18,TRUE
