Stock,Report Date,Rate,Adjusted Float,Lender Count,Borrow Status,Last Report Date,Last Rate,Change in Rate,Firm Long,Firm Short,Intrafirm?,Close Price,IsFilterMatch
KFY,45828,4.08,16829369,32,GC,45826,4.08,0,0,0,FALSE,71.07,TRUE
KTB,45828,4.08,17161292,39,GC,45826,4.08,0,0,0,FALSE,64.34,TRUE
HOFT,45828,4.08,1797969,24,GC,45826,4.08,0,0,0,FALSE,10.06,TRUE
BMI,45828,4.08,9210522,41,GC,45826,4.08,0,0,0,FALSE,241.64,TRUE
CSV,45828,4.08,3452322,32,GC,45826,4.08,0,0,0,FALSE,44.42,TRUE
NHC,45828,4.08,3083923,32,GC,45826,4.08,0,0,0,FALSE,106.04,TRUE
CNTY,45828,4.08,3509104,24,GC,45826,4.08,0,0,0,FALSE,2.42,TRUE
CIB,45828,4.08,5607366,34,GC,45826,4.08,0,0,0,FALSE,43.21,TRUE
KOP,45828,4.08,6985152,35,GC,45826,4.08,0,0,0,FALSE,31.15,TRUE
CLBK,45828,4.08,5994904,27,GC,45826,4.08,0,0,0,FALSE,13.83,TRUE
IART,45828,4.08,26249865,29,GC,45826,4.08,0,0,0,FALSE,11.91,TRUE
RUSHA,45828,4.08,17892084,31,GC,45826,4.08,0,0,0,FALSE,49.28,TRUE
EXPO,45828,4.08,13522583,36,GC,45826,4.08,0,0,0,FALSE,75.05,TRUE
AVNS,45828,4.08,20342764,38,GC,45826,4.08,0,0,0,FALSE,12.08,TRUE
ABM,45828,4.08,21413164,30,GC,45826,4.08,0,0,0,FALSE,44.01,TRUE
CTRN,45828,4.08,1366967,31,GC,45826,4.08,0,0,0,FALSE,29.23,TRUE
FNDA,45828,4.08,11607687,4,GC,45826,4.08,0,0,0,FALSE,27.98,TRUE
EHC,45828,4.08,29890154,34,GC,45826,4.08,0,0,0,FALSE,119.75,TRUE
AMWD,45828,4.08,6577147,33,GC,45826,4.08,0,0,0,FALSE,50.27,TRUE
NOMD,45828,4.08,12776273,24,GC,45826,4.08,0,0,0,FALSE,17.15,TRUE
KRNY,45828,4.08,12849923,28,GC,45826,4.08,0,0,0,FALSE,6.06,TRUE
BLKB,45828,4.08,18507807,38,GC,45826,4.08,0,0,0,FALSE,60.03,TRUE
SKY,45828,4.08,22831067,35,GC,45826,4.08,0,0,0,FALSE,60.54,TRUE
MAN,45828,4.08,18389961,39,GC,45826,4.08,0,0,0,FALSE,39.79,TRUE
INGR,45828,4.08,18743344,36,GC,45826,4.08,0,0,0,FALSE,136.9,TRUE
TTGT,45828,4.08,4523039,26,GC,45826,4.08,0,0,0,FALSE,6.8,TRUE
OPY,45828,4.08,1397315,29,GC,45826,4.08,0,0,0,FALSE,62.64,TRUE
IDT,45828,4.08,4618856,35,GC,45826,4.08,0,0,0,FALSE,66.08,TRUE
GFF,45828,4.08,12227900,39,GC,45826,4.08,0,0,0,FALSE,67.68,TRUE
FENC,45828,3.1695,1360768,19,HTB,45826,3.18,-0.0105,0,0,FALSE,7.86,TRUE
UFPI,45828,4.08,19331821,37,GC,45826,4.08,0,0,0,FALSE,95.11,TRUE
KBA,45828,-15.0147,13178,10,HTB,45826,-15.0558,0.0411,0,0,FALSE,23.71,TRUE
EPC,45828,4.08,17910677,30,GC,45826,4.08,0,0,0,FALSE,23,TRUE
HWC,45828,4.08,27861331,37,GC,45826,4.08,0,0,0,FALSE,53.61,TRUE
BDC,45828,4.08,14221791,35,GC,45826,4.08,0,0,0,FALSE,109.48,TRUE
WHD,45828,4.08,23568680,,GC,45826,4.08,0,0,0,FALSE,45.49,TRUE
CVBF,45828,4.08,38914799,36,GC,45826,4.08,0,0,0,FALSE,18.37,TRUE
FFBC,45828,4.08,30855475,38,GC,45826,4.08,0,0,0,FALSE,23.21,TRUE
SCVL,45828,4.08,3775445,24,GC,45826,4.08,0,0,0,FALSE,19.51,TRUE
GDEN,45828,4.08,4004597,29,GC,45826,4.08,0,0,0,FALSE,28.98,TRUE
NTCT,45828,4.08,27326375,35,GC,45826,4.08,0,0,0,FALSE,23.86,TRUE
SRI,45828,1.5959,5356686,24,HTB,45826,2.5282,-0.9323,0,0,FALSE,6.26,TRUE
WSBF,45828,0.4479,3550876,29,HTB,45826,1.4761,-1.0282,0,0,FALSE,13.41,TRUE
KT,45828,4.08,13250668,30,GC,45826,4.08,0,0,0,FALSE,19.74,TRUE
KTCC,45828,2.4434,1742166,19,HTB,45826,2.4927,-0.0493,0,0,FALSE,2.9,TRUE
CADE,45828,4.08,60026562,36,GC,45826,4.08,0,0,0,FALSE,30.28,TRUE
ESNT,45828,4.08,31962362,34,GC,45826,4.08,0,0,0,FALSE,59.08,TRUE
BCBP,45828,4.08,2887568,32,GC,45826,4.08,0,0,0,FALSE,7.8,TRUE
ALRM,45828,4.08,19085723,32,GC,45826,4.08,0,0,0,FALSE,56.32,TRUE
WK,45828,4.08,15243986,36,GC,45826,4.08,0,0,0,FALSE,66.6,TRUE
SLGN,45828,4.08,29522905,30,GC,45826,4.08,0,0,0,FALSE,53.7,TRUE
PKE,45828,4.08,5556279,27,GC,45826,4.08,0,0,0,FALSE,13.64,TRUE
GGG,45828,4.08,48599442,39,GC,45826,4.08,0,0,0,FALSE,84.61,TRUE
EGBN,45828,4.08,8129295,32,GC,45826,4.08,0,0,0,FALSE,16.94,TRUE
KSA,45828,1.9066,2961893,24,HTB,45826,1.6396,0.267,0,0,FALSE,36.36,TRUE
EEX,45828,2.8812,1208046,23,HTB,45826,2.859,0.0222,0,0,FALSE,4.84,TRUE
BIB,45828,3.0342,4014,8,HTB,45826,3.1981,-0.1639,0,0,FALSE,45.74,TRUE
HVT,45828,4.08,4103862,30,GC,45826,4.08,0,0,0,FALSE,20.25,TRUE
DIOD,45828,4.08,19717406,38,GC,45826,4.08,0,0,0,FALSE,50.33,TRUE
NL,45828,4.08,2884497,27,GC,45826,4.08,0,0,0,FALSE,6.61,TRUE
COLL,45828,4.08,10180073,33,GC,45826,4.08,0,0,0,FALSE,29.6,TRUE
FBP,45828,4.08,59335560,31,GC,45826,4.08,0,0,0,FALSE,19.52,TRUE
AAXJ,45828,2.5089,1056264,14,HTB,45826,2.6,-0.0911,0,0,FALSE,80.13,TRUE
GROW,45828,4.08,1069938,20,GC,45826,4.08,0,0,0,FALSE,2.42,TRUE
MSB,45828,2.3441,147862,13,HTB,45826,2.3472,-0.0031,0,0,FALSE,24,TRUE
GCO,45828,4.08,3216165,26,GC,45826,4.08,0,0,0,FALSE,21.24,TRUE
HSII,45828,4.08,6037039,35,GC,45826,4.08,0,0,0,FALSE,42.98,TRUE
SF,45828,4.08,33315098,39,GC,45826,4.08,0,0,0,FALSE,97.22,TRUE
LILA,45828,4.08,5689322,27,GC,45826,4.08,0,0,0,FALSE,5.56,TRUE
CAF,45828,-1.8298,801542,11,HTB,45826,-1.5329,-0.2969,0,0,FALSE,13.35,TRUE
XBIT,45828,2.6779,781911,19,HTB,45826,2.6821,-0.0042,0,0,FALSE,2.6,TRUE
LAUR,45828,4.08,44486526,37,GC,45826,4.08,0,0,0,FALSE,22.49,TRUE
HTH,45828,4.08,13974907,32,GC,45826,4.08,0,0,0,FALSE,29.4,TRUE
TBI,45828,4.08,11129929,30,GC,45826,4.08,0,0,0,FALSE,7.08,TRUE
IMOS,45828,-4.0658,101676,11,HTB,45826,-4.3952,0.3294,0,0,FALSE,19.51,TRUE
LII,45828,4.08,8943730,35,GC,45826,4.08,0,0,0,FALSE,547.92,TRUE
AFG,45828,4.08,18443589,35,GC,45826,4.08,0,0,0,FALSE,122.69,TRUE
CACC,45828,4.08,615413,25,GC,45826,4.08,0,0,0,FALSE,503.99,TRUE
SHEN,45828,4.08,10353593,26,GC,45826,4.08,0,0,0,FALSE,14.15,TRUE
LYTS,45828,4.08,7688429,32,GC,45826,4.08,0,0,0,FALSE,16.21,TRUE
SCYX,45828,2.4858,3480741,15,HTB,45826,2.4068,0.079,0,0,FALSE,0.7445,TRUE
FIZZ,45828,4.08,6607011,36,GC,45826,4.08,0,0,0,FALSE,44.01,TRUE
HLI,45828,4.08,16576310,34,GC,45826,4.08,0,0,0,FALSE,173.1,TRUE
GATX,45828,4.08,10682561,33,GC,45826,4.08,0,0,0,FALSE,153.38,TRUE
PRI,45828,4.08,8915402,37,GC,45826,4.08,0,0,0,FALSE,260.35,TRUE
WTBA,45828,4.08,2458810,28,GC,45826,4.08,0,0,0,FALSE,18.85,TRUE
INVA,45828,4.08,16374815,34,GC,45826,4.08,0,0,0,FALSE,21.46,TRUE
GLRE,45828,4.08,4335445,30,GC,45826,4.08,0,0,0,FALSE,14.43,TRUE
KMT,45828,4.08,34571136,36,GC,45826,4.08,0,0,0,FALSE,22,TRUE
MCRI,45828,4.08,3964863,31,GC,45826,4.08,0,0,0,FALSE,84.19,TRUE
HWKN,45828,4.08,4560280,35,GC,45826,4.08,0,0,0,FALSE,138.24,TRUE
FISI,45828,2.19,4213262,35,HTB,45826,2.0779,0.1121,0,0,FALSE,24.55,TRUE
UTL,45828,4.08,4299503,34,GC,45826,4.08,0,0,0,FALSE,51.96,TRUE
HCKT,45828,4.08,5294009,29,GC,45826,4.08,0,0,0,FALSE,23.68,TRUE
OFG,45828,4.08,14037055,28,GC,45826,4.08,0,0,0,FALSE,40.75,TRUE
CLDT,45828,4.08,12107089,28,GC,45826,4.08,0,0,0,FALSE,7.06,TRUE
ASYS,45828,4.08,1879576,26,GC,45826,4.08,0,0,0,FALSE,4.15,TRUE
HDGE,45828,0.3155,9461,9,HTB,45826,-1.9895,2.305,0,0,FALSE,17.31,TRUE
CNO,45828,4.08,40245324,36,GC,45826,4.08,0,0,0,FALSE,37.06,TRUE
PDFS,45828,4.08,10463806,34,GC,45826,4.08,0,0,0,FALSE,19.9,TRUE
NMFC,45828,4.08,3725709,25,GC,45826,4.08,0,0,0,FALSE,10.36,TRUE
ALEX,45828,4.08,24957190,35,GC,45826,4.08,0,0,0,FALSE,17.97,TRUE
CNMD,45828,4.08,9467396,33,GC,45826,4.08,0,0,0,FALSE,52.08,TRUE
WERN,45828,4.08,14091183,26,GC,45826,4.08,0,0,0,FALSE,27.98,TRUE
AHH,45828,4.08,17069995,30,GC,45826,4.08,0,0,0,FALSE,6.94,TRUE
CTSO,45828,3.0146,2014391,12,HTB,45826,3.0435,-0.0289,0,0,FALSE,1.16,TRUE
GEOS,45828,2.7808,1859634,20,HTB,45826,3.0506,-0.2698,0,0,FALSE,8.51,TRUE
CON,45828,4.08,44006807,35,GC,45826,4.08,0,0,0,FALSE,20.88,TRUE
SHO,45828,4.08,56362728,33,GC,45826,4.08,0,0,0,FALSE,8.7,TRUE
EBF,45828,4.08,6766451,35,GC,45826,4.08,0,0,0,FALSE,18.5,TRUE
HI,45828,4.08,22885307,37,GC,45826,4.08,0,0,0,FALSE,19.32,TRUE
YCS,45828,-3.0029,18509,3,HTB,45826,-4.1193,1.1164,0,0,FALSE,41.88,TRUE
BSBR,45828,2.6906,4005625,22,HTB,45826,2.2511,0.4395,0,0,FALSE,5.45,TRUE
MRC,45828,4.08,35952309,30,GC,45826,4.08,0,0,0,FALSE,12.72,TRUE
PEO,45828,0.1864,66370,8,HTB,45826,-0.063,0.2494,0,0,FALSE,21.86,TRUE
LGND,45828,4.08,6824161,33,GC,45826,4.08,0,0,0,FALSE,114.64,TRUE
PBH,45828,4.08,18815837,34,GC,45826,4.08,0,0,0,FALSE,83.64,TRUE
EWQ,45828,-7.5483,70013,11,HTB,45826,-7.7712,0.2229,0,0,FALSE,41.67,TRUE
FSS,45828,4.08,19743338,35,GC,45826,4.08,0,0,0,FALSE,102.18,TRUE
DHX,45828,-2.3764,9489174,26,HTB,45826,-2.3756,-0.0008,0,0,FALSE,2.56,TRUE
KN,45828,4.08,38369825,32,GC,45826,4.08,0,0,0,FALSE,17.07,TRUE
ANIK,45828,4.08,2680340,26,GC,45826,4.08,0,0,0,FALSE,11.1,TRUE
GREK,45828,3.4394,612687,11,HTB,45826,3.4088,0.0306,0,0,FALSE,54.58,TRUE
MHO,45828,4.08,10672958,43,GC,45826,4.08,0,0,0,FALSE,104.56,TRUE
RDN,45828,4.08,49891988,38,GC,45826,4.08,0,0,0,FALSE,34.69,TRUE
PDS,45828,4.08,185893,10,GC,45826,4.08,0,0,0,FALSE,51.06,TRUE
EVTC,45828,4.08,19764085,30,GC,45826,4.08,0,0,0,FALSE,35.98,TRUE
EWP,45828,2.1872,8040167,,HTB,45826,0.0494,2.1378,0,0,FALSE,42.74,TRUE
USDP,45828,0.1135,285341,6,HTB,45826,0.1135,0,600,0,FALSE,0.0063,TRUE
AIFU,45828,-29.4683,0,1,HTB,45826,-27.8544,-1.6139,1205,0,FALSE,3.98,TRUE
AUDC,45828,1.3178,589676,17,HTB,45826,1.2837,0.0341,0,-700,FALSE,9.45,TRUE
MIDD,45828,4.08,19342412,37,GC,45826,4.08,0,2135,0,FALSE,141.78,TRUE
CCSI,45828,4.08,7536852,33,GC,45826,4.08,0,0,-3,FALSE,22.21,TRUE
ORIC,45828,4.08,5477807,23,GC,45826,4.08,0,0,-351,FALSE,9.22,TRUE
HIBL,45828,-9.5836,39646,5,HTB,45826,-7.4804,-2.1032,0,-81,FALSE,36.9,TRUE
ETQ,45828,-51.9859,1433,6,HTB,45826,-54.1941,2.2082,200,0,FALSE,7.1,TRUE
QNTM,45828,-333.429,69350,6,HTB,45826,-329.8741,-3.5549,34,0,FALSE,30.18,TRUE
IT,45828,4.08,27869042,45,GC,45826,4.08,0,423,0,FALSE,399.37,TRUE
RFIL,45828,-9.0298,769169,18,HTB,45826,-9.5866,0.5568,0,-301,FALSE,4.99,TRUE
PKG,45828,4.08,32522641,45,GC,45826,4.08,0,0,-555,FALSE,186.23,TRUE
NTBLQ,45828,-19.0087,44828,7,HTB,45826,-19.0087,0,1272,0,FALSE,0.0001,TRUE
DTEAF,45828,-0.9192,67517,8,HTB,45826,-2.4625,1.5433,162,-261,FALSE,0.743,TRUE
QTOP,45828,1.7376,2705,6,HTB,45826,1.712,0.0256,0,-5150,FALSE,26.96,TRUE
TEMT,45828,-11.4257,18019,6,HTB,45826,-11.0513,-0.3744,214,0,FALSE,26.47,TRUE
JUCY,45828,1.3753,1,2,HTB,45826,2.0858,-0.7105,2300,0,FALSE,22.34,TRUE
LVTX,45828,-4.3181,94277,7,HTB,45826,-4.3278,0.0097,0,-413,FALSE,1.34,TRUE
NTWK,45828,4.08,1048200,22,GC,45826,4.08,0,0,-1278,FALSE,2.86,TRUE
DBO,45828,-0.0569,14656,11,HTB,45826,-0.3892,0.3323,0,0,TRUE,14.71,TRUE
GNRSQ,45828,-2.6636,0,6,HTB,45826,-2.6636,0,656,-456,FALSE,0.02,TRUE
DMTKQ,45828,-2.0062,591220,8,HTB,45826,-2.0766,0.0704,25965,0,FALSE,0.0001,TRUE
PRO,45828,4.08,13717188,34,GC,45826,4.08,0,3570,0,FALSE,14.4,TRUE
LXFR,45828,4.08,3159898,26,GC,45826,4.08,0,0,-200,FALSE,11.56,TRUE
DIPS,45828,-3.9267,30,1,HTB,45826,-2.3167,-1.61,0,-257,FALSE,8.39,TRUE
SKF,45828,-0.045,33105,3,HTB,45826,-0.2168,0.1718,1313,0,FALSE,31.11,TRUE
PODC,45828,0.2668,240791,9,HTB,45826,0.2906,-0.0238,70,0,FALSE,2.03,TRUE
HTGMQ,45828,-175.5848,82345,6,HTB,45826,-175.5848,0,0,-50,FALSE,0.0001,TRUE
AIFF,45828,-33.9702,253885,11,HTB,45826,-36.5754,2.6052,0,-60,FALSE,3,TRUE
MTUM,45828,3.0754,10214788,21,HTB,45826,3.0754,0,0,-1290,FALSE,230.27,TRUE
KLIP,45828,-0.4824,29431,5,HTB,45826,-0.4006,-0.0818,1282,0,FALSE,32.07,TRUE
EDZ,45828,-3.6245,273300,2,HTB,45826,-3.3877,-0.2368,1732,0,FALSE,6.04,TRUE
BONTQ,45828,-42.6729,207041,5,HTB,45826,-42.6729,0,1700,0,FALSE,0.000001,TRUE
CFRXQ,45828,-94.5912,173552,7,HTB,45826,-94.5912,0,1,0,FALSE,0.0001,TRUE
KG,45828,4.08,230891,17,GC,45826,3.4505,0.6295,24,0,FALSE,25,TRUE
HURN,45828,4.08,5679000,38,GC,45826,4.08,0,19,0,FALSE,132.95,TRUE
ENS,45828,4.08,14483239,33,GC,45826,4.08,0,0,-207,FALSE,83.58,TRUE
LXP,45828,4.08,90301599,35,GC,45826,4.08,0,0,0,TRUE,8.69,TRUE
SVRA,45828,4.08,10992744,24,GC,45826,4.08,0,0,0,TRUE,2.07,TRUE
BWEN,45828,2.7023,1731646,22,HTB,45826,3.1258,-0.4235,0,0,TRUE,1.79,TRUE
FFAI,45828,-14.6301,3716924,12,HTB,45826,-14.7419,0.1118,148657,-10403,TRUE,1.51,TRUE
XPER,45828,4.08,10946525,30,GC,45826,4.08,0,1500,0,FALSE,7.75,TRUE
XMMO,45828,2.4094,4391,3,HTB,45826,2.2837,0.1257,200,-200,TRUE,124.8,TRUE
TSL,45828,-0.7142,3816,6,HTB,45826,-0.6518,-0.0624,71,0,FALSE,12.84,TRUE
TCBI,45828,4.08,18883234,35,GC,45826,4.08,0,1115,0,FALSE,75.72,TRUE
SDIV,45828,4.08,233216,10,GC,45826,3.2632,0.8168,0,-500,FALSE,22.26,TRUE
PKX,45828,2.3446,927531,18,HTB,45826,2.2517,0.0929,0,-21,FALSE,47.24,TRUE
OGE,45828,4.08,51702196,38,GC,45826,4.08,0,0,-1200,FALSE,43.88,TRUE
PPBI,45828,4.08,25684900,38,GC,45826,2.6044,1.4756,0,-500,FALSE,20.36,TRUE
MTUS,45828,4.08,12775599,29,GC,45826,4.08,0,0,-100,FALSE,14.49,TRUE
GCMG,45828,4.08,7574492,29,GC,45826,4.08,0,0,-33609,FALSE,11.55,TRUE
EMBC,45828,4.08,20200831,37,GC,45826,4.08,0,0,-100,TRUE,9.74,TRUE
DRAG,45828,2.9331,18172,9,HTB,45826,2.9319,0.0012,0,-9385,FALSE,25.01,TRUE
CRSH,45828,-1.5167,49876,7,HTB,45826,-2.2727,0.756,17822,0,FALSE,4.63,TRUE
ENLV,45828,-6.8683,298589,11,HTB,45826,-7.003,0.1347,7000,0,FALSE,1.045,TRUE
ACIW,45828,4.08,43583813,40,GC,45826,4.08,0,500,0,FALSE,44.78,TRUE
BUZZ,45828,1.7436,1415,5,HTB,45826,1.7114,0.0322,100,0,FALSE,28.52,TRUE
BLX,45828,4.08,2767345,28,GC,45826,4.08,0,1400,0,FALSE,41.71,TRUE
TSQ,45828,4.08,1094159,22,GC,45826,4.08,0,100,-928,FALSE,7.09,TRUE
DRV,45828,-0.8814,5360,4,HTB,45826,-1.1675,0.2861,3362,0,FALSE,25.42,TRUE
MTD,45828,4.08,7889176,35,GC,45826,4.08,0,0,-442,FALSE,1145.47,TRUE
RNR,45828,4.08,14453495,32,GC,45826,4.08,0,100,0,FALSE,245.21,TRUE
EKSO,45828,-31.9798,99277,8,HTB,45826,-30.7981,-1.1817,19,0,FALSE,3.59,TRUE
LPLA,45828,4.08,26473639,38,GC,45826,4.08,0,0,-236,FALSE,379.29,TRUE
AMZY,45828,4.08,78317,7,GC,45826,4.08,0,328,0,FALSE,15.95,TRUE
REFR,45828,4.08,1369448,15,GC,45826,4.08,0,0,-144,FALSE,1.75,TRUE
QQQY,45828,-4.6572,17798,5,HTB,45826,-4.8838,0.2266,838,0,FALSE,25.56,TRUE
CALC,45828,-4.4906,392440,13,HTB,45826,-4.602,0.1114,0,-204,FALSE,1.69,TRUE
SPGYF,45828,4.08,8129918,18,GC,45826,4.08,0,33301,0,FALSE,6.93,TRUE
EFV,45828,2.3063,892594,20,HTB,45826,2.2965,0.0098,0,-7184,FALSE,62.14,TRUE
CUK,45828,4.08,8305793,30,GC,45826,4.08,0,0,-684,FALSE,21.31,TRUE
KRBPQ,45828,-69.5757,51710,6,HTB,45826,-69.5757,0,1,0,FALSE,0.0303,TRUE
AORT,45828,4.08,11753992,34,GC,45826,4.08,0,0,0,TRUE,29.7,TRUE
FGF,45828,-53.7878,54059,17,HTB,45826,-53.087,-0.7008,0,-2,FALSE,17.04,TRUE
SON,45828,4.08,24857571,34,GC,45826,4.08,0,0,-71,FALSE,43.46,TRUE
AIT,45828,4.08,13800931,40,GC,45826,4.08,0,0,-873,FALSE,226.18,TRUE
RPT,45828,4.08,3252847,17,GC,45826,4.08,0,157,0,FALSE,2.67,TRUE
ACEL,45828,4.08,11415969,33,GC,45826,4.08,0,0,-1713,FALSE,11.27,TRUE
MSM,45828,4.08,15703577,31,GC,45826,4.08,0,357,-118,FALSE,82.09,TRUE
SHRG,45828,-1.3445,488,5,HTB,45826,-1.3445,0,1,-1,FALSE,1,TRUE
ECG,45828,4.08,16198086,37,GC,45826,4.08,0,0,-275,FALSE,59.79,TRUE
ONC,45828,4.08,4699551,34,GC,45826,4.08,0,0,-67,FALSE,252.78,TRUE
DGRO,45828,4.08,32824075,16,GC,45826,4.08,0,0,-7439,FALSE,62.24,TRUE
FEPI,45828,4.08,47754,8,GC,45826,4.08,0,0,-100,FALSE,44.85,TRUE
MYE,45828,4.08,9688889,31,GC,45826,4.08,0,500,0,FALSE,14.53,TRUE
GNSS,45828,4.08,2776837,19,GC,45826,4.08,0,6324,0,FALSE,1.53,TRUE
SMP,45828,4.08,5962320,32,GC,45826,4.08,0,0,-19071,FALSE,30.64,TRUE
POST,45828,4.08,16967154,29,GC,45826,4.08,0,1176,0,FALSE,112.66,TRUE
ONEW,45828,4.08,2454255,23,GC,45826,4.08,0,0,-458,FALSE,13.8,TRUE
KW,45828,4.08,34285356,30,GC,45826,4.08,0,700,0,FALSE,6.62,TRUE
TXO,45828,-0.3667,193934,11,HTB,45826,-0.1649,-0.2018,2161,0,FALSE,15.87,TRUE
SCHF,45828,1.9142,209542,5,HTB,45826,1.9581,-0.0439,0,-100,FALSE,21.67,TRUE
TFPM,45828,4.08,2989772,14,GC,45826,4.08,0,1300,0,TRUE,24.56,TRUE
ITRN,45828,4.08,1360821,28,GC,45826,4.08,0,400,0,TRUE,35.57,TRUE
GMRE,45828,4.08,9200221,30,GC,45826,4.08,0,0,-8203,FALSE,6.35,TRUE
DVY,45828,4.08,16253663,15,GC,45826,4.08,0,0,-2920,FALSE,129.91,TRUE
CSCI,45828,4.08,16135,7,GC,45826,4.08,0,37,0,FALSE,3.489,TRUE
TNFA,45828,-333.1388,373869,8,HTB,45826,-313.4665,-19.6723,324,0,FALSE,0.1398,TRUE
BRY,45828,4.08,23322675,32,GC,45826,4.08,0,12429,-457,FALSE,3.27,TRUE
MMLP,45828,1.6323,743526,11,HTB,45826,0.8958,0.7365,400,0,FALSE,3.12,TRUE
BV,45828,4.08,22626280,31,GC,45826,4.08,0,0,-900,FALSE,15.58,TRUE
FXC,45828,-2.7692,23006,3,HTB,45826,-2.7212,-0.048,235,0,FALSE,71.35,TRUE
KGS,45828,4.08,15934160,36,GC,45826,4.08,0,420,0,FALSE,34.45,TRUE
PFS,45828,4.08,37991525,38,GC,45826,4.08,0,143,0,FALSE,16.14,TRUE
SNA,45828,4.08,13354525,41,GC,45826,4.08,0,0,-511,FALSE,306.82,TRUE
CFR,45828,4.08,16975582,30,GC,45826,4.08,0,273,0,FALSE,123.56,TRUE
ENGCQ,45828,-2.3728,205755,8,HTB,45826,-2.3728,0,0,-1,FALSE,0.0132,TRUE
MG,45828,4.08,5358860,27,GC,45826,4.08,0,333,-23755,TRUE,7.53,TRUE
TDY,45828,4.08,17125859,40,GC,45826,4.08,0,4,0,FALSE,488.94,TRUE
LSAK,45828,4.08,990575,13,GC,45826,4.08,0,1134,0,FALSE,4.2,TRUE
SMPL,45828,4.08,34451202,35,GC,45826,4.08,0,0,-300,FALSE,32.79,TRUE
SFUNY,45828,-9.6095,61454,8,HTB,45826,-9.6095,0,687,0,FALSE,6,TRUE
ENTX,45828,-0.5962,806795,9,HTB,45826,0.1135,-0.7097,51,0,FALSE,1.99,TRUE
INDL,45828,2.8625,23608,4,HTB,45826,2.8329,0.0296,0,-200,FALSE,59.16,TRUE
ABG,45828,4.08,6988238,33,GC,45826,4.08,0,0,-245,FALSE,235.79,TRUE
ELDN,45828,4.08,4216009,22,GC,45826,4.08,0,120,-100,FALSE,2.78,TRUE
JAMF,45828,4.08,25071320,36,GC,45826,4.08,0,0,-2082,FALSE,9.27,TRUE
CEVA,45828,4.08,7407177,33,GC,45826,4.08,0,0,-12,FALSE,20.6,TRUE
ADPT,45828,4.08,28137293,34,GC,45826,4.08,0,0,-500,TRUE,10.47,TRUE
ENIC,45828,4.08,5978778,29,GC,45826,4.08,0,0,-600,FALSE,3.54,TRUE
SRTS,45828,4.08,1678151,25,GC,45826,4.08,0,0,-2007,TRUE,4.74,TRUE
ITRI,45828,4.08,17088014,40,GC,45826,4.08,0,0,-305,FALSE,125.7,TRUE
HXL,45828,4.08,27650076,37,GC,45826,4.08,0,0,-88,FALSE,54.36,TRUE
ION,45828,-4.1443,18905,2,HTB,45826,-4.1277,-0.0166,682,0,FALSE,28.0995,TRUE
CLH,45828,4.08,16383325,36,GC,45826,4.08,0,490,-394,FALSE,226.34,TRUE
SEELQ,45828,-276.0144,20910,5,HTB,45826,-276.0144,0,12,0,FALSE,0.000001,TRUE
CURE,45828,3.3503,3396,6,HTB,45826,3.3003,0.05,0,0,TRUE,75.64,TRUE
MUSA,45828,4.08,5137495,33,GC,45826,4.08,0,600,0,FALSE,407.47,TRUE
NVST,45828,4.08,71386381,35,GC,45826,4.08,0,0,-400,TRUE,18.61,TRUE
GWH,45828,-49.5639,228640,9,HTB,45826,-51.2568,1.6929,409,0,FALSE,0.99,TRUE
DRIV,45828,-2.9365,101554,10,HTB,45826,-3.0519,0.1154,100,0,FALSE,22.48,TRUE
SLVR,45828,-29.8526,8855,7,HTB,45826,-29.8668,0.0142,1400,0,FALSE,30.43,TRUE
JOET,45828,-0.9969,104858,3,HTB,45826,-1.023,0.0261,100,0,FALSE,39.31,TRUE
FENY,45828,1.5547,93105,5,HTB,45826,1.5318,0.0229,0,-100,FALSE,24.41,TRUE
PINC,45828,4.08,23238725,29,GC,45826,4.08,0,0,-39,FALSE,22.27,TRUE
TORO,45828,-5.1051,214605,9,HTB,45826,-4.7362,-0.3689,0,-635,FALSE,2.31,TRUE
AMN,45828,4.08,14216500,36,GC,45826,4.08,0,493,-2388,FALSE,22.35,TRUE
ABTS,45828,-12.5404,177660,6,HTB,45826,-12.8099,0.2695,33,0,FALSE,3.81,TRUE
IPGP,45828,4.08,6351225,33,GC,45826,4.08,0,0,-8276,FALSE,66.74,TRUE
HRMY,45828,4.08,14691844,39,GC,45826,4.08,0,0,-1769,FALSE,32.48,TRUE
VIV,45828,4.08,6248187,,GC,45826,4.08,0,366,-500,TRUE,10.77,TRUE
ARGT,45828,4.08,252137,14,GC,45826,4.08,0,0,-5519,FALSE,86.17,TRUE
SAH,45828,4.08,5097352,30,GC,45826,4.08,0,455,0,FALSE,77.62,TRUE
PTNT,45828,-22.1724,967387,10,HTB,45826,-22.1726,0.0002,421,-7987,TRUE,0.148,TRUE
SPRU,45828,4.08,1070715,18,GC,45826,4.08,0,300,0,FALSE,1.95,TRUE
CENN,45828,3.4715,1654114,9,HTB,45826,3.4758,-0.0043,365,0,FALSE,0.908599,TRUE
CONI,45828,-48.3849,8697,4,HTB,45826,-31.4369,-16.948,5400,0,FALSE,3.71,TRUE
OUNZ,45828,2.8513,28404,8,HTB,45826,2.9893,-0.138,0,-106,FALSE,32.44,TRUE
GOAU,45828,-1.6119,20221,9,HTB,45826,-1.6119,0,400,0,FALSE,29.48,TRUE
SBSI,45828,4.08,5823839,33,GC,45826,4.08,0,0,-297,FALSE,28.05,TRUE
